"id","Year","Paper","Keyword_1","Keyword_2","Keyword_3","Keyword_4","NewKeyword"
"2750","2013","starvars - effective reasoning about relative directions","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2751","2013","action language bc:  preliminary report","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2752","2013","answer set programming modulo theories and reasoning about continuous changes","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2753","2013","reasoning about state constraints in the situation calculus","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2754","2013","analogico-deductive generation of g??del's first incompleteness theorem from the liar paradox","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2755","2013","an epistemic halpern-shoham logic","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2756","2013","preference-based query answering in datalog+/- ontologies","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2757","2013","ontology-based data access with closed predicates is inherently intractable(sometimes)","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2758","2013","computing stable models for nonmonotonic existential rules","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2759","2013","the route to success - a performance comparison of diagnosis algorithms","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2760","2013","backdoors to abduction","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2761","2013","behavioral diagnosis of ltl specifications at operator level","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2762","2013","cyclic causal models with discrete variables:  markov chain equilibrium semantics and sample ordering","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2763","2013","learning from polyhedral sets","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2764","2013","efficient extraction and representation of spatial information from video data","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2765","2013","combining rcc5 relations with betweenness information","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2766","2013","interpolative reasoning with default rules","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2767","2013","on condensing a sequence of updates in answer-set programming","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2768","2013","nominal schema absorption","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2769","2013","granular description of qualitative change","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2770","2013","a rational extension of stable model semantics to the full propositional language","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2771","2013","compact rewritings for existential rules","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2772","2013","a classification of first-order progressable action theories in situation calculus","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2773","2013","an alternative axiomatization of del and its applications","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2774","2013","knowing that, knowing what, and public communication:  public announcement logic with kv operators","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2775","2013","multi-agent subset space logic","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2776","2013","forgetting for answer set programs revisited","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2777","2013","transition constraints:  a study on the computational complexity of qualitative change","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2778","2013","supremal realizability of behaviors with uncontrollable exogenous events","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2779","2013","multi-agent epistemic explanatory diagnosis via reasoning about actions","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2780","2013","most specific generalizations w","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2781","2013","first-order expressibility and boundedness of disjunctive logic programs","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2782","2013","definability of horn revision from horn contraction","knowledge representation and reasoning and logic","nan","nan","nan","knowledge representation"
"2783","2013","learning community-based preferences via dirichlet process mixtures of gaussian processes","machine learning","nan","nan","nan","machine learning"
"2784","2013","an ensemble of bayesian networks for multilabel classification","machine learning","nan","nan","nan","machine learning"
"2785","2013","self-organized neural learning of statistical inference from high-dimensional data","machine learning","nan","nan","nan","machine learning"
"2786","2013","basic level in formal concept analysis:  interesting concepts and psychological ramifications","machine learning","nan","nan","nan","machine learning"
"2787","2013","exact top-k feature selection via l2, 0-norm constraint","machine learning","nan","nan","nan","machine learning"
"2788","2013","regularized latent least square regression for cross pose face recognition","machine learning","nan","nan","nan","machine learning"
"2789","2013","robust tensor clustering with non-greedy maximization","machine learning","nan","nan","nan","machine learning"
"2790","2013","central clustering of categorical data with automated feature weighting","machine learning","nan","nan","nan","machine learning"
"2791","2013","dimensionality reduction with generalized linear models","machine learning","nan","nan","nan","machine learning"
"2792","2013","generalized relational topic models with data augmentation","machine learning","nan","nan","nan","machine learning"
"2793","2013","domain adaptation with topical correspondence learning","machine learning","nan","nan","nan","machine learning"
"2794","2013","bayesian nonparametric feature construction for inverse reinforcement learning","machine learning","nan","nan","nan","machine learning"
"2795","2013","a lossy counting based approach for learning on streams of graphs on a budget","machine learning","nan","nan","nan","machine learning"
"2796","2013","bootstrap learning via modular concept discovery","machine learning","nan","nan","nan","machine learning"
"2797","2013","topic extraction from online reviews for classification and recommendation","machine learning","nan","nan","nan","machine learning"
"2798","2013","towards robust co-clustering","machine learning","nan","nan","nan","machine learning"
"2799","2013","learning finite beta-liouville mixture models via variational bayes for proportional data clustering","machine learning","nan","nan","nan","machine learning"
"2800","2013","optimizing cepstral features for audio classification","machine learning","nan","nan","nan","machine learning"
"2801","2013","uniform convergence, stability and learnability for ranking problems","machine learning","nan","nan","nan","machine learning"
"2802","2013","active learning for level set estimation","machine learning","nan","nan","nan","machine learning"
"2803","2013","histogram of oriented displacements (hod):  describing trajectories of human joints for action recognition","machine learning","nan","nan","nan","machine learning"
"2804","2013","multi-prototype label ranking with novel pairwise-to-total-rank aggregation","machine learning","nan","nan","nan","machine learning"
"2805","2013","miningzinc:  a modeling language for constraint-based mining","machine learning","nan","nan","nan","machine learning"
"2806","2013","probabilistic multi-label classification with sparse feature learning","machine learning","nan","nan","nan","machine learning"
"2807","2013","co-regularized ensemble for feature selection","machine learning","nan","nan","nan","machine learning"
"2808","2013","improving traffic prediction with tweet semantics","machine learning","nan","nan","nan","machine learning"
"2809","2013","a general framework for interacting bayes-optimally with self-interested agents using arbitrary parametric model and model prior","machine learning","nan","nan","nan","machine learning"
"2810","2013","what users care about:  a framework for social content alignment","machine learning","nan","nan","nan","machine learning"
"2811","2013","efficient kernel learning from side information using admm","machine learning","nan","nan","nan","machine learning"
"2812","2013","active learning based on local representation","machine learning","nan","nan","nan","machine learning"
"2813","2013","online hashing","machine learning","nan","nan","nan","machine learning"
"2814","2013","discovering different types of topics:  factored topic models","machine learning","nan","nan","nan","machine learning"
"2815","2013","prior-free exploration bonus for and beyond near bayes-optimal behavior","machine learning","nan","nan","nan","machine learning"
"2816","2013","causal inference with rare events in large-scale time-series data","machine learning","nan","nan","nan","machine learning"
"2817","2013","active learning for teaching a robot grounded relational symbols","machine learning","nan","nan","nan","machine learning"
"2818","2013","adaptive thresholding in structure learning of a bayesian network","machine learning","nan","nan","nan","machine learning"
"2819","2013","a bayesian factorised covariance model for image analysis","machine learning","nan","nan","nan","machine learning"
"2820","2013","low-rank coding with b-matching constraint for semi-supervised classification","machine learning","nan","nan","nan","machine learning"
"2821","2013","active learning with multi-label svm classification","machine learning","nan","nan","nan","machine learning"
"2822","2013","large-scale spectral clustering on graphs","machine learning","nan","nan","nan","machine learning"
"2823","2013","learning discriminative representations from rgb-d video data","machine learning","nan","nan","nan","machine learning"
"2824","2013","online expectation maximization for reinforcement learning in pomdps","machine learning","nan","nan","nan","machine learning"
"2825","2013","the multi-feature information bottleneck with application to unsupervised image categorization","machine learning","nan","nan","nan","machine learning"
"2826","2013","learning canonical correlations of paired tensor sets via tensor-to-vector projection","machine learning","nan","nan","nan","machine learning"
"2827","2013","learning descriptive visual representation by semantic regularized matrix factorization","machine learning","nan","nan","nan","machine learning"
"2828","2013","thinking of images as what they are:  compound matrix regression for image classification","machine learning","nan","nan","nan","machine learning"
"2829","2013","an empirical investigation of ceteris paribus learnability","machine learning","nan","nan","nan","machine learning"
"2830","2013","statistical tests for the detection of the arrow of time in vector autoregressive models","machine learning","nan","nan","nan","machine learning"
"2831","2013","meta-interpretive learning of higher-order dyadic datalog:  predicate invention revisited","machine learning","nan","nan","nan","machine learning"
"2832","2013","multi-modal image annotation with multi-instance multi-label lda","machine learning","nan","nan","nan","machine learning"
"2833","2013","adaptive loss minimization for semi-supervised elastic embedding","machine learning","nan","nan","nan","machine learning"
"2834","2013","early active learning via robust representation and structured sparsity","machine learning","nan","nan","nan","machine learning"
"2835","2013","annealed importance sampling for structure learning in bayesian networks","machine learning","nan","nan","nan","machine learning"
"2836","2013","graph classification with imbalanced class distributions and noise","machine learning","nan","nan","nan","machine learning"
"2837","2013","hierarchical bayesian matrix factorization with side information","machine learning","nan","nan","nan","machine learning"
"2838","2013","a scalable approach to column-based low-rank matrix approximation","machine learning","nan","nan","nan","machine learning"
"2839","2013","multiple task learning using iteratively reweighted least square","machine learning","nan","nan","nan","machine learning"
"2840","2013","active learning from relative queries","machine learning","nan","nan","nan","machine learning"
"2841","2013","robust unsupervised feature selection","machine learning","nan","nan","nan","machine learning"
"2842","2013","path integral control by reproducing kernel hilbert space embedding","machine learning","nan","nan","nan","machine learning"
"2843","2013","machine-learning-based circuit synthesis","machine learning","nan","nan","nan","machine learning"
"2844","2013","weighted path as a condensed pattern in a single attributed dag","machine learning","nan","nan","nan","machine learning"
"2845","2013","multi-dimensional causal discovery","machine learning","nan","nan","nan","machine learning"
"2846","2013","better generalization with forecasts","machine learning","nan","nan","nan","machine learning"
"2847","2013","supervised hypothesis discovery using syllogistic patterns in the biomedical literature","machine learning","nan","nan","nan","machine learning"
"2848","2013","guarantees of augmented trace norm models in tensor recovery","machine learning","nan","nan","nan","machine learning"
"2849","2013","hartigan's k-means versus lloyd's k-means - is it time for a change? 1677-1684","machine learning","nan","nan","nan","machine learning"
"2850","2013","one-class conditional random fields for sequential anomaly detection","machine learning","nan","nan","nan","machine learning"
"2851","2013","measuring statistical dependence via the mutual information dimension","machine learning","nan","nan","nan","machine learning"
"2852","2013","unlearning from demonstration","machine learning","nan","nan","nan","machine learning"
"2853","2013","multi-view maximum entropy discrimination","machine learning","nan","nan","nan","machine learning"
"2854","2013","non-negative multiple matrix factorization","machine learning","nan","nan","nan","machine learning"
"2855","2013","linear bayesian reinforcement learning","machine learning","nan","nan","nan","machine learning"
"2856","2013","multi class learning with individual sparsity","machine learning","nan","nan","nan","machine learning"
"2857","2013","coupled attribute analysis on numerical data","machine learning","nan","nan","nan","machine learning"
"2858","2013","manifold alignment preserving global geometry","machine learning","nan","nan","nan","machine learning"
"2859","2013","large scale online kernel classification","machine learning","nan","nan","nan","machine learning"
"2860","2013","online group feature selection","machine learning","nan","nan","nan","machine learning"
"2861","2013","nonconvex relaxation approaches to robust matrix recovery","machine learning","nan","nan","nan","machine learning"
"2862","2013","a knn based kalman filter gaussian process regression","machine learning","nan","nan","nan","machine learning"
"2863","2013","bayesian optimization in high dimensions via random embeddings","machine learning","nan","nan","nan","machine learning"
"2864","2013","deep feature learning using target priors with applications in ecog signal decoding for bci","machine learning","nan","nan","nan","machine learning"
"2865","2013","euler clustering","machine learning","nan","nan","nan","machine learning"
"2866","2013","a theoretic framework of k-means-based consensus clustering","machine learning","nan","nan","nan","machine learning"
"2867","2013","multi-modal distance metric learning","machine learning","nan","nan","nan","machine learning"
"2868","2013","a probabilistic approach to latent cluster analysis","machine learning","nan","nan","nan","machine learning"
"2869","2013","harmonious hashing","machine learning","nan","nan","nan","machine learning"
"2870","2013","change-point detection with feature selection in high-dimensional time-series data","machine learning","nan","nan","nan","machine learning"
"2871","2013","on robust estimation of high dimensional generalized linear models","machine learning","nan","nan","nan","machine learning"
"2872","2013","reduced heteroscedasticity linear regression for nystr??m approximation","machine learning","nan","nan","nan","machine learning"
"2873","2013","multi-view discriminant transfer learning","machine learning","nan","nan","nan","machine learning"
"2874","2013","smart hashing update for fast response","machine learning","nan","nan","nan","machine learning"
"2875","2013","multi-instance multi-label learning with weak label","machine learning","nan","nan","nan","machine learning"
"2876","2013","protein function prediction by integrating multiple kernels","machine learning","nan","nan","nan","machine learning"
"2877","2013","learning domain differences automatically for dependency parsing adaptation","machine learning","nan","nan","nan","machine learning"
"2878","2013","bilevel visual words coding for image classification","machine learning","nan","nan","nan","machine learning"
"2879","2013","sparse reconstruction for weakly supervised semantic segmentation","machine learning","nan","nan","nan","machine learning"
"2880","2013","semi-supervised learning with manifold fitted graphs","machine learning","nan","nan","nan","machine learning"
"2881","2013","online community detection for large complex networks","machine learning","nan","nan","nan","machine learning"
"2882","2013","multi-view embedding learning for incompletely labeled data","machine learning","nan","nan","nan","machine learning"
"2883","2013","learning high-order task relationships in multi-task learning","machine learning","nan","nan","nan","machine learning"
"2884","2013","lazy paired hyper-parameter tuning","machine learning","nan","nan","nan","machine learning"
"2885","2013","adaptive error-correcting output codes","machine learning","nan","nan","nan","machine learning"
"2886","2013","accurate probability calibration for multiple classifiers","machine learning","nan","nan","nan","machine learning"
"2887","2013","shifted subspaces tracking on sparse outlier for motion segmentation","machine learning","nan","nan","nan","machine learning"
"2888","2013","persistent homology:  an introduction and a new text representation for natural language processing","machine learning","nan","nan","nan","machine learning"
"2889","2013","concept learning for cross-domain text classification:  a general probabilistic framework","machine learning","nan","nan","nan","machine learning"
"2890","2013","automatically generating problems and solutions for natural deduction","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2891","2013","automated grading of dfa constructions","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2892","2013","misleading opinions provided by advisors:  dishonesty or subjectivity","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2893","2013","personalized diagnosis for over-constrained problems","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2894","2013","a brain-computer interface to a plan-based narrative","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2895","2013","robust median reversion strategy for on-line portfolio selection","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2896","2013","a cutoff technique for the verification of parameterised interpreted systems with parameterised environments","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2897","2013","tutorialplan:  automated tutorial generation from cad drawings","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2898","2013","probabilistic equivalence verification approach for automatic mathematical solution assessment","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2899","2013","predicting human strategic decisions using facial expressions","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2900","2013","employing batch reinforcement learning to control gene regulation without explicitly constructing gene regulatory networks","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2901","2013","protein function prediction via laplacian network partitioning incorporating function category correlations","multidisciplinary topics and applications","nan","nan","nan","multidisciplinary topics"
"2902","2013","identifying useful human correction feedback from an on-line machine translation service","natural language processing","nan","nan","nan","nlp"
"2903","2013","mining for analogous tuples from an entity-relation graph","natural language processing","nan","nan","nan","nlp"
"2904","2013","leveraging multi-domain prior knowledge in topic models","natural language processing","nan","nan","nan","nlp"
"2905","2013","learning topical translation model for microblog hashtag suggestion","natural language processing","nan","nan","nan","nlp"
"2906","2013","smoothing for bracketing induction","natural language processing","nan","nan","nan","nlp"
"2907","2013","crowdsourcing-assisted query structure interpretation","natural language processing","nan","nan","nan","nlp"
"2908","2013","ppsgen:  learning to generate presentation slides for academic papers","natural language processing","nan","nan","nan","nlp"
"2909","2013","end-to-end coreference resolution for clinical narratives","natural language processing","nan","nan","nan","nlp"
"2910","2013","a clause-level hybrid approach to chinese empty element recovery","natural language processing","nan","nan","nan","nlp"
"2911","2013","joint modeling of argument identification and role determination in chinese event extraction with discourse-level information","natural language processing","nan","nan","nan","nlp"
"2912","2013","active learning for cross-domain sentiment classification","natural language processing","nan","nan","nan","nlp"
"2913","2013","opinion target extraction using partially-supervised word alignment model","natural language processing","nan","nan","nan","nlp"
"2914","2013","joint and coupled bilingual topic model based sentence representations for language model adaptation","natural language processing","nan","nan","nan","nlp"
"2915","2013","integrating syntactic and semantic analysis into the open information extraction paradigm","natural language processing","nan","nan","nan","nlp"
"2916","2013","combine constituent and dependency parsing via reranking","natural language processing","nan","nan","nan","nlp"
"2917","2013","fast linearization of tree kernels over large-scale data","natural language processing","nan","nan","nan","nlp"
"2918","2013","answer extraction from passage graph for question answering","natural language processing","nan","nan","nan","nlp"
"2919","2013","instance selection and instance weighting for cross-domain sentiment classification via pu learning","natural language processing","nan","nan","nan","nlp"
"2920","2013","modeling lexical cohesion for document-level machine translation","natural language processing","nan","nan","nan","nlp"
"2921","2013","a text scanning mechanism simulating human reading process","natural language processing","nan","nan","nan","nlp"
"2922","2013","i, poet:  automatic chinese poetry composition through a generative summarization framework under constrained optimization","natural language processing","nan","nan","nan","nlp"
"2923","2013","fusion of word and letter based metrics for automatic mt evaluation","natural language processing","nan","nan","nan","nlp"
"2924","2013","improving function word alignment with frequency and syntactic information","natural language processing","nan","nan","nan","nlp"
"2925","2013","cross lingual entity linking with bilingual topic model","natural language processing","nan","nan","nan","nlp"
"2926","2013","integrating semantic relatedness and words' intrinsic features for keyword extraction","natural language processing","nan","nan","nan","nlp"
"2927","2013","partial-tree linearization:  generalized word ordering for text synthesis","natural language processing","nan","nan","nan","nlp"
"2928","2013","improving question retrieval in community question answering using world knowledge","natural language processing","nan","nan","nan","nlp"
"2929","2013","efficient latent structural perceptron with hybrid trees for semantic parsing","natural language processing","nan","nan","nan","nlp"
"2930","2013","revisiting regression in planning","planning and scheduling","nan","nan","nan","planning methods"
"2931","2013","bridging the gap between refinement and heuristics in abstraction","planning and scheduling","nan","nan","nan","planning methods"
"2932","2013","an admissible heuristic for sas+ planning obtained from the state equation","planning and scheduling","nan","nan","nan","planning methods"
"2933","2013","causal belief decomposition for planning with sensing:  completeness results and practical approximation","planning and scheduling","nan","nan","nan","planning methods"
"2934","2013","isomorph-free branch and bound search for finite state controllers","planning and scheduling","nan","nan","nan","planning methods"
"2935","2013","optimal delete-relaxed (and semi-relaxed) planning with conditional effects","planning and scheduling","nan","nan","nan","planning methods"
"2936","2013","interactive pomdp lite:  towards practical planning to predict and exploit intentions for interacting with self-interested agents","planning and scheduling","nan","nan","nan","planning methods"
"2937","2013","controlling the hypothesis space in probabilistic plan recognition","planning and scheduling","nan","nan","nan","planning methods"
"2938","2013","lifelong learning for acquiring the wisdom of the crowd","planning and scheduling","nan","nan","nan","planning methods"
"2939","2013","pareto-based multiobjective ai planning","planning and scheduling","nan","nan","nan","planning methods"
"2940","2013","flexible execution of partial order plans with temporal constraints","planning and scheduling","nan","nan","nan","planning methods"
"2941","2013","towards a second generation random walk planner:  an experimental exploration","planning and scheduling","nan","nan","nan","planning methods"
"2942","2013","fair ltl synthesis for non-deterministic systems using strong cyclic planners","planning and scheduling","nan","nan","nan","planning methods"
"2943","2013","fault-tolerant planning under uncertainty","planning and scheduling","nan","nan","nan","planning methods"
"2944","2013","getting the most out of pattern databases for classical planning","planning and scheduling","nan","nan","nan","planning methods"
"2945","2013","computing upper bounds on lengths of transition sequences","planning and scheduling","nan","nan","nan","planning methods"
"2946","2013","exploring knowledge engineering strategies in designing and modelling a road traffic accident management domain","planning and scheduling","nan","nan","nan","planning methods"
"2947","2013","the godel planning system:  a more perfect union of domain-independent and hierarchical planning","planning and scheduling","nan","nan","nan","planning methods"
"2948","2013","plan quality optimisation via block decomposition","planning and scheduling","nan","nan","nan","planning methods"
"2949","2013","symbolic merge-and-shrink for cost-optimal planning","planning and scheduling","nan","nan","nan","planning methods"
"2950","2013","problem splitting using heuristic search in landmark orderings","planning and scheduling","nan","nan","nan","planning methods"
"2951","2013","run-time improvement of point-based pomdp policies","planning and scheduling","nan","nan","nan","planning methods"
"2952","2013","interactive value iteration for markov decision processes with unknown rewards","planning and scheduling","nan","nan","nan","planning methods"
"2953","2013","flexibility and decoupling in the simple temporal problem","planning and scheduling","nan","nan","nan","planning methods"
"2954","2013","continuously relaxing over-constrained conditional temporal problems through generalized conflict learning and resolution","planning and scheduling","nan","nan","nan","planning methods"
"2955","2013","robust optimization for hybrid mdps with state-dependent noise","planning and scheduling","nan","nan","nan","planning methods"
"2956","2013","action-model acquisition from noisy plan traces","planning and scheduling","nan","nan","nan","planning methods"
"2957","2013","refining incomplete planning domain models through plan traces","planning and scheduling","nan","nan","nan","planning methods"
"2958","2013","handling open knowledge for service robots","robotics and vision","nan","nan","nan","vision & robotics"
"2959","2013","human action recognition using a temporal hierarchy of covariance descriptors on 3d joint locations","robotics and vision","nan","nan","nan","vision & robotics"
"2960","2013","rolling dispersion for robot teams","robotics and vision","nan","nan","nan","vision & robotics"
"2961","2013","accelerated robust point cloud registration in natural environments through positive and unlabeled learning","robotics and vision","nan","nan","nan","vision & robotics"
"2962","2013","upper confidence weighted learning for efficient exploration in multiclass prediction with binary feedback","robotics and vision","nan","nan","nan","vision & robotics"
"2963","2013","towards active event recognition","robotics and vision","nan","nan","nan","vision & robotics"
"2964","2013","hierarchical object discovery and dense modelling from motion cues in rgb-d video","robotics and vision","nan","nan","nan","vision & robotics"
"2965","2013","learning visual symbols for parsing human poses in images","robotics and vision","nan","nan","nan","vision & robotics"
"2966","2013","a consensual linear opinion pool","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2967","2013","an exact algorithm for computing the same-decision probability","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2968","2013","probabilistic reasoning with undefined properties in ontologically-based belief networks","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2969","2013","inference for a new probabilistic constraint logic","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2970","2013","map matching with inverse reinforcement learning","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2971","2013","accurate integration of crowdsourced labels using workers' self-reported confidence scores","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2972","2013","look versus leap:  computing value of information with high-dimensional streaming evidence","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2973","2013","the inclusion-exclusion rule and its application to the junction tree algorithm","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2974","2013","sample complexity of risk-averse bandit-arm selection","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2975","2013","a generalization of sat and #sat for robust policy evaluation","uncertainty in ai","nan","nan","nan","uncertainty??in ai"
"2976","2013","link label prediction in signed social networks","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2977","2013","multi-view k-means clustering on big data","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2978","2013","where you like to go next:  successive point-of-interest recommendation","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2979","2013","celebrity recommendation with collaborative social topic regression","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2980","2013","a novel bayesian similarity measure for recommender systems","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2981","2013","cross-domain collaborative filtering via bilinear multilevel analysis","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2982","2013","social spammer detection in microblogging","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2983","2013","listening to the crowd:  automated analysis of events via aggregated twitter sentiment","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2984","2013","social trust prediction using rank-k matrix recovery","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2985","2013","context-dependent conceptualization","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2986","2013","predicting knowledge in an ontology stream","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2987","2013","a unified framework for reputation estimation in online rating systems","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2988","2013","synthesizing union tables from the web","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2989","2013","recommendation using textual opinions","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2990","2013","gbpr:  group preference based bayesian personalized ranking for one-class collaborative filtering","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2991","2013","promoting diversity in recommendation by entropy regularizer","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2992","2013","scmf:  sparse covariance matrix factorization for collaborative filtering","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2993","2013","exploiting local and global social context for recommendation","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2994","2013","collaborative topic regression with social regularization for tag recommendation","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2995","2013","online egocentric models for citation networks","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2996","2013","boosting cross-lingual knowledge linking via concept annotation","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2997","2013","pagerank with priors:  an influence propagation perspective","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2998","2013","social collaborative filtering by trust","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"2999","2013","parametric local multimodal hashing for cross-view similarity search","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"3000","2013","social influence locality for modeling retweeting behaviors","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"3001","2013","automatic name-face alignment to enable cross-media news retrieval","web and knowledge-based information systems","nan","nan","nan","knowledge representation"
"3107","2015","optimal incremental preference elicitation during negotiation","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3108","2015","composing and verifying commitment-based multiagent protocols","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3109","2015","strategic abstention based on preference extensions:  positive results and computer-generated impossibilities","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3110","2015","efficiency and complexity of price competition among single-product vendors","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3111","2015","generalizing the single-crossing property on lines and trees to intermediate preferences on median graphs","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3112","2015","learning behaviors in agents systems with interactive dynamic influence diagrams","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3113","2015","structural results for cooperative decentralized control models","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3114","2015","tractable inquiry in information-rich environments","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3115","2015","an adaptive computational model for personalized persuasion","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3116","2015","tradeoffs between incentive mechanisms in boolean games","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3117","2015","environment-driven social force model:  l??vy walk pattern in collective behavior","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3118","2015","the power of local manipulation strategies in assignment mechanisms","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3119","2015","revenue maximization envy-free pricing for homogeneous resources","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3120","2015","exchange of indivisible objects with asymmetry","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3121","2015","characterization of scoring rules with distances:  application to the clustering of rankings","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3122","2015","quantifying robustness of trust systems against collusive unfair rating attacks using information theory","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3123","2015","optimal auctions for partially rational bidders","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3124","2015","an expert-level card playing agent based on a variant of perfect information monte carlo sampling","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3125","2015","agile planning for real-world disaster response","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3126","2015","optimal pricing for the competitive and evolutionary cloud market","agent and multiagent systems","nan","nan","nan","multiagent systems"
"3127","2015","uncovering hidden structure through parallel problem decomposition for the set basis problem:  application to materials discovery","agent and multiagent systems","nan","nan","nan","multiagent systems"
